Year,Order_Num,Yard_Num,Vessel_Type,Propulsion,Vessel_Name,Builder,SBS_link
1974,,965,Fishing,Motor Vessel,COURAGE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52310&vessel=COURAGE
1975,363714,964,Tanker,Motor Vessel,ORIONMAN,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52309&vessel=ORIONMAN
1975,359097,967,Offshore Supply,Motor Vessel,SPARTAN TIDE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52312&vessel=SPARTAN+TIDE
1976,,971,Naval,Motor Vessel,JERSEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52316&vessel=JERSEY
1977,,972,Naval,Motor Vessel,ORKNEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52317&vessel=ORKNEY
1977,,974,Naval,Motor Vessel,GUERNSEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52319&vessel=GUERNSEY
1978,361286,976,Tug,Motor Vessel,STANECHAKKER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52321&vessel=STANECHAKKER
1978,379503,978,Tug,Motor Vessel,LYRIE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52323&vessel=LYRIE
1979,,983,Naval,Motor Vessel,ANGLESEY,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52328&vessel=ANGLESEY
1980,,980,Naval,Motor Vessel,TORCH,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52325&vessel=TORCH
1980,,982,Naval,Motor Vessel,TOREADOR,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52327&vessel=TOREADOR
1982,,986,Naval,Motor Vessel,DUMBARTON CASTLE,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52331&vessel=DUMBARTON+CASTLE
1983,,988,Naval,Motor Vessel,PEACOCK,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52333&vessel=PEACOCK
1984,,990,Naval,Motor Vessel,STARLING,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52335&vessel=STARLING
1985,,992,Naval,Motor Vessel,SWIFT,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52337&vessel=SWIFT
1986,,994,Naval Auxiliary,Motor Vessel,SALMASTER,"Hall, Russell & Co Ltd",view.php?a1Page=1&a1PageSize=820&builder=2022&ref=52339&vessel=SALMASTER
1943,300721,,Naval Auxiliary,Motor Vessel,MFV.669,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=60046&vessel=MFV.669
1944,,,Naval Auxiliary,Motor Vessel,MFV.671,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=60048&vessel=MFV.671
1945,,,Naval Auxiliary,Motor Vessel,MFV.943,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=60053&vessel=MFV.943
1946,,,Naval Auxiliary,Motor Vessel,MFV.945,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=60055&vessel=MFV.945
1947,,,Fishing,Motor Vessel,EVENING STAR,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62555&vessel=EVENING+STAR
1947,,,Fishing,Motor Vessel,PRIVET,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62557&vessel=PRIVET
1947,,,Fishing,Motor Vessel,WALERY,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62560&vessel=WALERY
1947,,,Fishing,Motor Vessel,ALEKSY,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62563&vessel=ALEKSY
1948,,,Fishing,Motor Vessel,DAMAZY,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62564&vessel=DAMAZY
1944,,,Naval Auxiliary,Motor Vessel,MFV.670,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=60047&vessel=MFV.670
1944,,,Naval Auxiliary,Motor Vessel,MFV.672,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=60049&vessel=MFV.672
1945,,,Naval Auxiliary,Motor Vessel,MFV.944,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=60054&vessel=MFV.944
1946,182001,,Fishing,Motor Vessel,O'BOB LEACH,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62554&vessel=O%27BOB+LEACH
1947,,,Fishing,Motor Vessel,STUART T. MCIVER,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62556&vessel=STUART+T.+MCIVER
1947,,,Fishing,Motor Vessel,HILARY,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62559&vessel=HILARY
1947,,,Fishing,Motor Vessel,JANUARY,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62561&vessel=JANUARY
1948,,,Fishing,Motor Vessel,OCEAN MAID,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62558&vessel=OCEAN+MAID
1948,,,Fishing,Motor Vessel,KSAWERY,J V Hepburn & Co Ltd,view.php?a1Page=1&a1PageSize=820&builder=4700&ref=62562&vessel=KSAWERY
1839,,,Cargo,Sailing Vessel,JANET,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56843&vessel=JANET
1839,,,Cargo,Sailing Vessel,MILTON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56845&vessel=MILTON
1840,,,Cargo,Sailing Vessel,PARAGON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56837&vessel=PARAGON
1840,,,Cargo,Sailing Vessel,MARGARET HARDY,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56839&vessel=MARGARET+HARDY
1840,,,Cargo,Sailing Vessel,ANEMONE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56841&vessel=ANEMONE
1841,,,Cargo,Sailing Vessel,AGNES BLAIKIE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56832&vessel=AGNES+BLAIKIE
1841,,,Passenger / Cargo,Sailing Vessel,TAURUS,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56834&vessel=TAURUS
1841,6815,,Passenger / Cargo,Sailing Vessel,ST LAWRENCE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56836&vessel=ST+LAWRENCE
1842,,,Passenger / Cargo,Sailing Vessel,PRINCE OF WALES,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56829&vessel=PRINCE+OF+WALES
1842,,,,Sailing Vessel,SEATON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56831&vessel=SEATON
1843,,,Passenger / Cargo,Sailing Vessel,DUNCAN RITCHIE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56825&vessel=DUNCAN+RITCHIE
1843,32858,,Passenger / Cargo,Sailing Vessel,JANE BOYD,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56828&vessel=JANE+BOYD
1844,,,Cargo,Sailing Vessel,QUEEN OF THE TYNE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56824&vessel=QUEEN+OF+THE+TYNE
1845,,,,Sailing Vessel,CONSORT,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56822&vessel=CONSORT
1846,693,,Cargo,Sailing Vessel,GRANITE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=55048&vessel=GRANITE
1846,40185,,Cargo,,GAZELLE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56818&vessel=GAZELLE
1847,13679,,Passenger / Cargo,Sailing Vessel,PHOENICIAN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56815&vessel=PHOENICIAN
1847,26253,,Passenger / Cargo,Sailing Vessel,OLIVER CROMWELL,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56817&vessel=OLIVER+CROMWELL
1848,2321,,Passenger / Cargo,Sailing Vessel,BALGOWNIE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56812&vessel=BALGOWNIE
1849,23244,,Cargo,Sailing Vessel,EMPEROR,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56809&vessel=EMPEROR
1850,24938,,Cargo,Sailing Vessel,GLADIATOR,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56803&vessel=GLADIATOR
1850,6884,,Cargo,Sailing Vessel,LADY FRANKLIN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56807&vessel=LADY+FRANKLIN
1851,,,Passenger / Cargo,Sailing Vessel,ABERGELDIE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56804&vessel=ABERGELDIE
1852,6868,,Passenger / Cargo,Sailing Vessel,WOOLOOMOOLOO,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56800&vessel=WOOLOOMOOLOO
1852,9953,,Passenger / Cargo,Sailing Vessel,WALTER HOOD,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56802&vessel=WALTER+HOOD
1853,6869,,Passenger / Cargo,Sailing Vessel,MAID OF JUDAH,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56798&vessel=MAID+OF+JUDAH
1855,12956,,Cargo,Sailing Vessel,ASSYRIAN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=53028&vessel=ASSYRIAN
1856,15785,,Cargo,Sailing Vessel,GOLDEN FLEECE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56793&vessel=GOLDEN+FLEECE
1857,15792,,Passenger / Cargo,Sailing Vessel,DAMASCUS,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56792&vessel=DAMASCUS
1858,20342,,Passenger / Cargo,Sailing Vessel,WESTBURN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56847&vessel=WESTBURN
1858,22526,,Passenger / Cargo,Sailing Vessel,MORAVIAN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56849&vessel=MORAVIAN
1860,27571,,Passenger / Cargo,Sailing Vessel,STRATHDON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56851&vessel=STRATHDON
1860,27578,,Cargo,Sailing Vessel,NEREID,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56853&vessel=NEREID
1862,43559,,Cargo,Sailing Vessel,GARRAWALT,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56855&vessel=GARRAWALT
1862,45415,,Cargo,Sailing Vessel,FAWN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56857&vessel=FAWN
1864,48854,,Passenger / Cargo,Sailing Vessel,NINEVEH,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56859&vessel=NINEVEH
1865,48866,,Cargo,Sailing Vessel,GEORGE THOMPSON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56867&vessel=GEORGE+THOMPSON
1866,53248,,Passenger / Cargo,Sailing Vessel,HARLAW,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56869&vessel=HARLAW
1867,56599,50,Cargo,Sailing Vessel,JANET,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56871&vessel=JANET
1867,56608,52,Passenger / Cargo,Sailing Vessel,THYATIRA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56873&vessel=THYATIRA
1868,60682,54,Passenger / Cargo,Sailing Vessel,ASCALON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56875&vessel=ASCALON
1868,60689,56,Cargo,Sailing Vessel,GLENAVON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56877&vessel=GLENAVON
1869,60696,58,Passenger / Cargo,Sailing Vessel,PATRIARCH,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56879&vessel=PATRIARCH
1870,60709,60,Passenger / Cargo,Sailing Vessel,AVIEMORE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56881&vessel=AVIEMORE
1872,65731,62,Passenger / Cargo,Sailing Vessel,COLLINGWOOD,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56865&vessel=COLLINGWOOD
1873,65097,64,Passenger / Cargo,Sailing Vessel,SAMUEL PLIMSOLL,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56883&vessel=SAMUEL+PLIMSOLL
1874,70436,66,Cargo,Sailing Vessel,ROMANOFF,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56885&vessel=ROMANOFF
1876,70454,68,Passenger / Cargo,Sailing Vessel,ARISTIDES,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56887&vessel=ARISTIDES
1877,70463,71,Passenger / Cargo,Sailing Vessel,PERICLES,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56889&vessel=PERICLES
1879,77455,72,Passenger / Cargo,Sailing Vessel,SOPHOCLES,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56890&vessel=SOPHOCLES
1839,6846,,Cargo,Sailing Vessel,RICHARD GRAINGER,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56844&vessel=RICHARD+GRAINGER
1840,10445,,Cargo,Sailing Vessel,ALEXANDER HARVEY,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=55049&vessel=ALEXANDER+HARVEY
1840,,,Cargo,Sailing Vessel,STAR,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56838&vessel=STAR
1840,,,Cargo,Sailing Vessel,FAME,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56840&vessel=FAME
1840,,,Cargo,Sailing Vessel,LADY ELPHINSTONE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56842&vessel=LADY+ELPHINSTONE
1841,,,Cargo,Sailing Vessel,MICHAEL WILLIAMS,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56833&vessel=MICHAEL+WILLIAMS
1841,16389,,Passenger / Cargo,Sailing Vessel,ELLEN SIMPSON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56835&vessel=ELLEN+SIMPSON
1842,,,Cargo,Sailing Vessel,CHILENA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56827&vessel=CHILENA
1842,,,Cargo,Sailing Vessel,HARRIET,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56830&vessel=HARRIET
1843,24485,,Cargo,Sailing Vessel,ELIZA HALL,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=53018&vessel=ELIZA+HALL
1843,24639,,Cargo,Sailing Vessel,ROSE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56826&vessel=ROSE
1844,7463,,Passenger / Cargo,Sailing Vessel,NEPTUNE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56821&vessel=NEPTUNE
1845,11750,,Cargo,Sailing Vessel,MAGNET,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56820&vessel=MAGNET
1845,,,,Sailing Vessel,IRIS,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56823&vessel=IRIS
1846,,,Cargo,Sailing Vessel,ADMIRAL,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56819&vessel=ADMIRAL
1847,237,,Cargo,Sailing Vessel,SEATON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56814&vessel=SEATON
1847,,,Cargo,Sailing Vessel,WILLIAM EDWARD,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56816&vessel=WILLIAM+EDWARD
1848,6865,,Cargo,Sailing Vessel,LUNA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=55047&vessel=LUNA
1848,1735,,Passenger / Cargo,Sailing Vessel,JOHN BUNYAN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56813&vessel=JOHN+BUNYAN
1849,6827,,Cargo,Sailing Vessel,VICTORIA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56810&vessel=VICTORIA
1850,6867,,Cargo,Sailing Vessel,SOPHIA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56806&vessel=SOPHIA
1850,6870,,Passenger / Cargo,Sailing Vessel,CENTURION,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56808&vessel=CENTURION
1851,32268,,Cargo,Sailing Vessel,HEATHER BELL,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56805&vessel=HEATHER+BELL
1852,24592,,Passenger / Cargo,Sailing Vessel,JOHN KNOX,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56801&vessel=JOHN+KNOX
1853,12774,,Passenger / Cargo,Sailing Vessel,OMAR PASHA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56797&vessel=OMAR+PASHA
1853,23149,,Passenger / Cargo,Sailing Vessel,GRANITE CITY,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56799&vessel=GRANITE+CITY
1855,6907,,Passenger / Cargo,Sailing Vessel,STAR OF PEACE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56795&vessel=STAR+OF+PEACE
1856,14757,,Passenger / Cargo,Sailing Vessel,WAVE OF LIFE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56796&vessel=WAVE+OF+LIFE
1857,18575,,Passenger / Cargo,Sailing Vessel,TRANSATLANTIC,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56846&vessel=TRANSATLANTIC
1858,21468,,Passenger / Cargo,Sailing Vessel,JASON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56848&vessel=JASON
1859,27451,,Cargo,Sailing Vessel,CUZCO,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56850&vessel=CUZCO
1860,28382,,Passenger / Cargo,Sailing Vessel,MARQUIS OF ARGYLE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56852&vessel=MARQUIS+OF+ARGYLE
1861,29238,,Passenger / Cargo,Sailing Vessel,QUEEN OF NATIONS,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56854&vessel=QUEEN+OF+NATIONS
1862,45202,,Passenger / Cargo,Sailing Vessel,KOSCIUSKO,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56856&vessel=KOSCIUSKO
1863,45213,,Passenger / Cargo,Sailing Vessel,GLENGAIRN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56858&vessel=GLENGAIRN
1864,48859,,Passenger / Cargo,Sailing Vessel,ETHIOPIAN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56860&vessel=ETHIOPIAN
1865,53241,,Cargo,Sailing Vessel,COLUMBA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56868&vessel=COLUMBA
1866,53257,,Passenger / Cargo,Sailing Vessel,CHRISTIANA THOMPSON,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56870&vessel=CHRISTIANA+THOMPSON
1867,56604,51,Passenger / Cargo,Sailing Vessel,JERUSALEM,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56872&vessel=JERUSALEM
1867,19175,53,Cargo,Sailing Vessel,PLOUGHMAN,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56874&vessel=PLOUGHMAN
1868,60688,55,Passenger / Cargo,Sailing Vessel,THERMOPYLAE,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56876&vessel=THERMOPYLAE
1869,60692,57,Passenger / Cargo,Sailing Vessel,CENTURION,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56878&vessel=CENTURION
1870,60702,59,Cargo,Sailing Vessel,LEUCADIA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56880&vessel=LEUCADIA
1871,60710,61,Passenger / Cargo,Sailing Vessel,MILTIADES,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56866&vessel=MILTIADES
1873,65101,63,Cargo,Sailing Vessel,LYDIA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56882&vessel=LYDIA
1874,65104,65,Cargo,Sailing Vessel,CHARLES CHALMERS,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56884&vessel=CHARLES+CHALMERS
1875,70443,67,Passenger / Cargo,Sailing Vessel,SALAMIS,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56886&vessel=SALAMIS
1876,70457,69,Passenger / Cargo,Sailing Vessel,SMYRNA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56888&vessel=SMYRNA
1878,77444,70,Cargo,Sailing Vessel,CIMBA,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56864&vessel=CIMBA
1879,77465,73,Passenger / Cargo,Sailing Vessel,ORONTES,Walter Hood & Co.,view.php?a1Page=1&a1PageSize=820&builder=2038&ref=56891&vessel=ORONTES
1866,53255,1,Cargo,Sailing Vessel,KAGOSIMA,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58295&vessel=KAGOSIMA
1867,56606,,Cargo,Sailing Vessel,AVEN,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58297&vessel=AVEN
1868,56612,,Cargo,Sailing Vessel,PERSEVERANCE,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58299&vessel=PERSEVERANCE
1868,60683,,Cargo,Sailing Vessel,FERRYHILL,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58301&vessel=FERRYHILL
1870,63618,,Cargo,Sailing Vessel,LUNAN,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58303&vessel=LUNAN
1871,65077,,Cargo,Sailing Vessel,LOCHBULIG,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58305&vessel=LOCHBULIG
1872,62461,,Cargo,Sailing Vessel,PORTSOY,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=57693&vessel=PORTSOY
1872,65088,,Passenger / Cargo,Sailing Vessel,MONALTRIE,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58309&vessel=MONALTRIE
1873,78095,,Coaster,Screw Steamer,NANCY LEE,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58312&vessel=NANCY+LEE
1874,70437,19,Cargo,Sailing Vessel,INVERCAULD,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58313&vessel=INVERCAULD
1867,56607,,Cargo,Sailing Vessel,FAIRY QUEEN,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58296&vessel=FAIRY+QUEEN
1867,56603,,Cargo,Sailing Vessel,CARNAQUHEEN,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58298&vessel=CARNAQUHEEN
1868,60685,,Cargo,Sailing Vessel,MARY DAVIDSON,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58300&vessel=MARY+DAVIDSON
1869,60691,,Passenger / Cargo,Sailing Vessel,BUNDALEER,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58302&vessel=BUNDALEER
1870,60703,,Passenger / Cargo,Sailing Vessel,CRAIGENDARROCH,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58304&vessel=CRAIGENDARROCH
1872,65087,,Coaster,Screw Steamer,ALERT,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58306&vessel=ALERT
1872,65655,,Cargo,Sailing Vessel,CRYSTAL,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58308&vessel=CRYSTAL
1873,65091,,Coaster,Screw Steamer,VOLANT,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58310&vessel=VOLANT
1873,65096,,Cargo,Sailing Vessel,HEATH,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58311&vessel=HEATH
1876,77440,20,Cargo,Sailing Vessel,CLEOPATRA,John Humphrey & Co,view.php?a1Page=1&a1PageSize=820&builder=4548&ref=58314&vessel=CLEOPATRA
1847,8580,,Cargo,Sailing Vessel,MARGARET MILNE,Andrew Leslie & Co,view.php?a1Page=1&a1PageSize=820&builder=4991&ref=64066&vessel=MARGARET+MILNE
1849,31835,,Cargo,Sailing Vessel,GEM,Andrew Leslie & Co,view.php?a1Page=1&a1PageSize=820&builder=4991&ref=64067&vessel=GEM
,,124,,,Cancelled,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54451&vessel=Cancelled
,,146,,,blank ?,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54473&vessel=blank+%3F
,,239,,,blank ?,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54567&vessel=blank+%3F
,,243,,,Cancelled,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54571&vessel=Cancelled
,,325,,,Cancelled,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54653&vessel=Cancelled
,,331,,,Cancelled,John Lewis & Sons Ltd.,view.php?a1Page=1&a1PageSize=820&builder=2086&ref=54659&vessel=Cancelled
